clave_res,FECHA,Hombre_ingreso,Mujer_ingreso,Total_Ingresos_Respiratorios_COVID,Hombres_Recuperados,Mujeres_Recuperadas,Total_Recuperados,Hombre_defuncion,Mujer_defuncion,Total_Defunciones,Hombre_ambulatorio,Mujer_ambulatorio,Total_ambulatorio,Hombre_hospitalizado,Mujer_hospitalizado,Total_hospitalizado,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090100001,01/11/2022,1833,2390,4223,1831,2390,4221,2,0,2,1780,2328,4108,53,62,115,17.25285,49.76255,24.68873,42.07956,26.79207,3.83776,0.52098,30.58329,57.09783,26.17162,25.38203,84.62814,79.12827,121.5965,146.09075,255.12509,293.53109,293.53109,2.11323,37.57966,11.09614,6.58496,19.390806,-99.195413,2308
090050001,01/11/2022,1681,2145,3826,1674,2139,3813,7,6,13,1553,2016,3569,128,129,257,17.83969,56.6994,25.07963,49.50701,25.72752,3.27406,0.57037,27.80277,51.80394,21.88416,26.10658,91.32408,82.54258,138.69002,124.94858,212.72869,250.1764,250.1764,2.52612,32.88787,10.39673,11.15666,19.482945,-99.113471,2229
090120001,01/11/2022,1621,2263,3884,1618,2259,3877,3,4,7,1548,2196,3744,73,67,140,14.7695,58.1046,22.86953,40.46853,31.15532,2.56345,0.44315,24.13307,35.09985,11.05851,23.69321,92.73655,69.55114,116.96096,145.91664,135.73813,166.46886,166.46886,1.72163,23.17228,7.16374,11.58748,19.288275,-99.167125,2280
090140001,01/11/2022,1056,1282,2338,1054,1280,2334,2,2,4,1026,1246,2272,30,36,66,17.38067,52.71996,25.41618,40.57912,25.95899,3.81021,0.50215,28.26412,45.64718,17.82165,25.59723,87.00927,87.96944,114.01494,127.0373,191.92283,226.74305,226.74305,2.44896,29.99739,11.18801,9.00665,19.371992,-99.157853,2238
090030001,01/11/2022,1745,2437,4182,1742,2435,4177,3,2,5,1697,2384,4081,48,53,101,17.02401,53.68536,23.81506,40.94615,27.65231,3.12385,0.47728,26.8379,40.04856,14.11306,25.35337,87.95472,77.46712,115.93453,137.91556,165.01187,196.59943,196.59943,2.08466,26.4838,10.49096,9.38892,19.350214,-99.162146,2247
090020001,01/11/2022,836,1081,1917,834,1079,1913,2,2,4,795,1035,1830,41,46,87,17.23814,54.82187,28.14616,49.1962,24.2002,3.95137,0.54878,31.66115,55.31673,23.2433,26.01789,89.40337,79.02539,130.67883,141.21844,223.98464,260.68243,260.68243,2.41523,42.31101,9.85033,10.10861,19.484102,-99.18436,2244
090080001,01/11/2022,528,742,1270,528,741,1269,0,1,1,511,723,1234,17,19,36,14.43519,58.30067,23.52154,37.80468,30.69636,2.6866,0.43908,23.89195,33.98767,10.25158,23.26279,92.61978,71.10495,111.92678,143.42076,123.62416,154.16634,154.16634,1.68241,25.35612,6.9147,11.5212,19.304898,-99.241515,2520
090130001,01/11/2022,898,1161,2059,897,1161,2058,1,0,1,867,1129,1996,31,32,63,15.66105,57.88708,23.70285,44.29657,29.80273,2.43562,0.46428,24.7847,38.91836,13.72597,24.4065,90.35568,69.66389,124.75706,135.62596,181.57767,215.33776,215.33776,2.08783,21.73418,8.22674,11.09597,19.263462,-99.104913,2237
090060001,01/11/2022,678,988,1666,678,986,1664,0,2,2,649,967,1616,29,21,50,17.344,55.52557,24.9511,45.30084,25.80749,3.0489,0.55711,29.56173,50.99068,20.62042,25.67358,91.13922,82.1047,123.58876,126.65668,218.79988,258.91423,258.91423,2.6026,30.53865,10.44249,9.82651,19.395901,-99.097612,2233
090110001,01/11/2022,472,597,1069,472,596,1068,0,1,1,453,578,1031,19,19,38,15.5687,55.2018,26.08072,45.90994,29.20074,1.7984,0.45334,21.09058,31.55848,10.01202,24.51793,85.29547,85.11852,113.13589,123.20397,131.31144,162.88475,162.88475,2.12664,22.93375,8.10256,8.74865,19.270566,-99.004846,2249
090090001,01/11/2022,70,113,183,70,113,183,0,0,0,64,110,174,6,3,9,15.22839,61.78178,28.50875,45.61857,36.20743,1.88083,0.37362,15.26601,35.1231,12.25329,25.13846,93.78389,105.23947,130.23174,127.18493,151.74881,184.24929,184.24929,1.59277,18.11971,7.75555,13.89724,19.191249,-99.023371,2429
090090011,01/11/2022,92,100,192,92,99,191,0,1,1,91,96,187,1,4,5,15.37021,58.53532,28.28838,45.86826,33.10106,1.78469,0.40401,17.48366,31.90801,10.36783,24.87854,89.29409,103.23143,122.68083,124.52255,131.89863,163.08656,163.08656,1.80103,20.10395,7.89701,11.47562,19.217537,-98.993717,2258
090090029,01/11/2022,59,53,112,59,53,112,0,0,0,59,52,111,0,1,1,15.212,59.79231,26.16556,45.50678,32.11414,2.08041,0.42691,19.71025,35.7155,12.42101,24.54224,90.99606,89.90912,125.84733,128.22167,155.33445,188.16628,188.16628,1.92201,21.71502,7.7074,12.50862,19.201637,-99.049411,2445
090090024,01/11/2022,43,63,106,43,63,106,0,0,0,42,63,105,1,0,1,14.74481,61.69435,24.8211,45.14238,31.4624,2.26569,0.43963,21.04243,37.51692,13.40019,23.96309,92.25487,82.68679,128.37238,130.75894,164.9807,198.41326,198.41326,1.97889,22.89888,7.16618,14.05066,19.187285,-99.073149,2716
090090033,01/11/2022,38,52,90,38,52,90,0,0,0,38,52,90,0,0,0,14.41689,62.63826,23.92579,44.81191,30.85631,2.3658,0.45007,22.1671,37.88259,13.51589,23.52431,92.58367,77.67996,127.96057,132.32881,166.32732,199.85033,199.85033,2.02239,23.69681,6.78984,14.8073,19.191988,-99.089954,2753
090090036,01/11/2022,36,58,94,36,58,94,0,0,0,36,58,94,0,0,0,15.12984,65.92356,30.49694,45.44247,43.59319,1.66804,0.28715,8.48274,36.7234,13.45979,25.94717,99.61259,118.29735,135.85225,127.92209,161.81566,194.71449,194.71449,1.03121,12.40278,7.70405,16.81698,19.17591,-98.997801,2613
090110021,01/11/2022,33,51,84,33,51,84,0,0,0,33,51,84,0,0,0,15.41786,54.38348,26.81315,45.73938,29.39589,1.61316,0.4305,19.73173,28.36739,8.05883,24.42269,83.21006,92.33168,108.51269,122.03232,109.10142,138.94617,138.94617,1.96148,22.0753,7.94066,8.13944,19.240896,-98.995596,2241
090110011,01/11/2022,30,41,71,30,41,71,0,0,0,30,39,69,0,2,2,15.43532,59.12109,27.7006,46.73001,32.22834,1.90956,0.42607,18.63854,36.17623,13.54109,24.90608,90.03489,99.18259,134.74567,123.28859,159.29017,191.62855,191.62855,1.98838,21.36527,7.94292,12.49846,19.224778,-98.964944,2240
090040020,01/11/2022,27,32,59,27,32,59,0,0,0,26,32,58,1,0,1,14.21544,60.52941,20.47907,34.15031,27.92038,2.78226,0.42921,24.80798,37.07754,12.27075,22.43624,89.84685,68.8428,108.46508,125.87838,151.74229,185.26017,185.26017,1.76807,28.40854,7.25255,11.52731,19.331004,-99.325681,2937
090120027,01/11/2022,24,44,68,24,43,67,0,1,1,21,43,64,3,1,4,12.94214,67.43005,21.95686,43.36134,30.60213,2.55509,0.45723,23.59762,37.36358,12.94287,21.96913,94.73815,68.61979,126.35127,136.71834,157.12977,190.15817,190.15817,1.96943,24.90476,5.09759,18.59907,19.201359,-99.141398,2649
090120026,01/11/2022,23,26,49,23,26,49,0,0,0,20,25,45,3,1,4,13.35522,62.83901,22.45123,41.09816,32.55815,2.60195,0.44142,22.97179,33.36495,10.28238,22.46148,94.81678,70.06866,122.20405,143.2443,121.05903,152.53943,152.53943,1.69778,25.29842,5.45834,15.03926,19.217969,-99.203967,2934
090090015,01/11/2022,13,11,24,13,11,24,0,0,0,13,11,24,0,0,0,15.09364,60.02491,25.04643,45.26441,31.07794,2.22685,0.44443,21.39641,36.85304,12.97652,24.24453,91.09462,82.8075,125.94209,129.98777,162.11664,195.39174,195.39174,2.0162,22.89303,7.56699,12.72709,19.206759,-99.067892,2592
090090268,01/11/2022,11,16,27,11,16,27,0,0,0,11,16,27,0,0,0,15.32054,59.60428,28.26807,45.70932,34.15069,1.83075,0.39351,16.78513,32.7621,10.80191,24.95528,90.89093,103.32612,124.64457,125.77817,137.16651,168.76656,168.76656,1.72798,19.45585,7.84899,12.27375,19.207308,-99.014493,2381
090110024,01/11/2022,10,13,23,10,13,23,0,0,0,10,13,23,0,0,0,15.38368,59.74846,28.26327,46.28927,33.68765,1.86496,0.40533,17.27602,35.09934,12.68767,25.01575,91.03228,103.10342,131.54494,124.37776,152.36892,184.48997,184.48997,1.83314,20.05657,7.90283,12.72796,19.217585,-98.972725,2242
090090017,01/11/2022,9,22,31,9,22,31,0,0,0,9,21,30,0,1,1,15.24635,62.17963,29.28479,45.65183,37.65594,1.7937,0.35519,13.74896,34.01161,11.64732,25.34467,94.49151,110.20967,130.67585,126.66146,145.04875,177.06648,177.06648,1.47741,16.84064,7.78881,14.20554,19.199448,-99.006287,2309
090120328,01/11/2022,7,4,11,7,4,11,0,0,0,5,4,9,2,0,2,13.04772,60.02905,23.03438,39.45971,36.01201,2.54618,0.4229,21.54318,28.88391,7.48892,22.37621,96.28132,71.39448,117.70402,151.78132,85.28075,115.43655,115.43655,1.41991,24.76929,4.91049,12.87502,19.253742,-99.229147,2906
090110143,01/11/2022,5,9,14,5,9,14,0,0,0,5,9,14,0,0,0,16.02512,57.26948,26.61995,46.67849,29.11627,2.2533,0.51602,23.89004,39.44615,14.85138,24.87529,90.94181,85.11724,129.50797,124.47341,188.6738,225.19879,225.19879,2.59492,25.11501,8.58399,9.89763,19.298573,-98.995224,2260
090110144,01/11/2022,5,0,5,5,0,5,0,0,0,5,0,5,0,0,0,16.22263,57.43903,26.62838,46.44725,29.10069,2.39463,0.53217,24.85979,40.65352,15.3076,24.95626,92.2159,83.90794,127.51038,125.64542,198.87208,236.62105,236.62105,2.69908,25.47334,8.85609,9.62997,19.306092,-99.018767,2274
090040071,01/11/2022,3,4,7,3,4,7,0,0,0,3,4,7,0,0,0,12.65241,65.41627,17.80924,29.38493,30.11793,2.01537,0.36663,24.96284,38.25545,13.21997,21.51563,91.11182,63.87181,100.79699,125.8537,156.73968,190.06203,190.06203,1.42189,20.94586,5.16496,13.54058,19.30384,-99.339958,3128
090080075,01/11/2022,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,14.32225,59.51594,22.60051,37.35175,30.37074,2.71996,0.44066,24.15312,35.55512,11.4682,23.06373,91.99829,71.37218,114.35892,138.31334,135.48532,167.3691,167.3691,1.74419,26.70393,6.88039,11.91582,19.284332,-99.274487,2758
090110026,01/11/2022,3,8,11,3,8,11,0,0,0,2,8,10,1,0,1,16.08811,57.71118,26.55455,47.64248,28.81299,2.31836,0.52488,24.09602,41.25545,16.40985,24.97337,91.31197,85.91816,142.25405,123.10904,200.66647,237.62328,237.62328,2.68617,25.97516,8.58177,10.65735,19.308961,-98.968578,2260
090100218,01/11/2022,3,2,5,3,2,5,0,0,0,3,2,5,0,0,0,13.70999,62.24096,20.58867,34.32289,30.10573,2.45109,0.41631,24.54981,37.41857,12.77642,22.55545,91.66164,68.68554,110.59228,132.86707,149.42904,182.14624,182.14624,1.67386,24.75421,6.20371,12.87914,19.257411,-99.312969,3344
090130131,01/11/2022,2,4,6,2,4,6,0,0,0,2,4,6,0,0,0,14.2886,62.10359,23.08126,43.39914,30.56619,2.5466,0.45887,23.90051,37.41245,12.88924,23.23742,92.88932,71.6668,125.35676,137.13463,159.0432,192.06813,192.06813,1.97895,24.4146,6.63268,14.48342,19.224846,-99.134174,2554
090080081,01/11/2022,2,2,4,2,2,4,0,0,0,2,2,4,0,0,0,14.33473,59.12653,22.93145,37.73714,30.68032,2.72624,0.44139,23.97709,34.93921,11.02689,23.10799,92.2945,71.56411,114.40061,140.09128,130.74949,162.30108,162.30108,1.72641,26.53908,6.85597,11.81427,19.288889,-99.264444,2671
090120362,01/11/2022,2,1,3,2,1,3,0,0,0,2,1,3,0,0,0,13.35045,63.86274,22.21266,40.73909,31.61361,2.62947,0.44555,23.42348,34.89735,11.2866,22.39755,94.44655,69.78826,122.47525,140.54966,132.42486,164.38472,164.38472,1.77337,25.80099,5.51457,15.72813,19.202216,-99.224707,3196
090090280,01/11/2022,2,2,4,2,2,4,0,0,0,2,2,4,0,0,0,15.2356,59.31632,25.52759,45.43259,31.24886,2.13937,0.4395,20.83125,35.94569,12.47681,24.42514,90.4525,85.47785,124.54996,128.75827,156.98545,189.94726,189.94726,1.99647,22.47671,7.73099,12.14631,19.210351,-99.057322,2571
090110150,01/11/2022,2,1,3,2,1,3,0,0,0,2,1,3,0,0,0,15.38949,53.46668,26.56825,45.61986,28.96495,1.53076,0.42743,19.64398,26.99813,7.15534,24.33688,81.73405,90.74388,104.56057,121.42829,100.04649,129.31608,129.31608,1.9319,22.02168,7.91297,7.36396,19.238146,-99.012398,2354
090090271,01/11/2022,2,1,3,2,1,3,0,0,0,2,1,3,0,0,0,15.14632,65.024,30.04695,45.50337,41.72801,1.73258,0.30916,10.18387,37.17211,13.68001,25.75074,98.34552,115.39642,135.39911,127.78226,164.32902,197.42317,197.42317,1.17308,13.83142,7.70562,16.23364,19.167134,-99.00562,2782
090090077,01/11/2022,2,3,5,2,3,5,0,0,0,2,3,5,0,0,0,15.14011,62.98178,28.56725,45.56227,37.26227,1.90468,0.36197,14.36866,36.95741,13.39343,25.19451,95.29804,105.93531,133.22652,127.90616,162.62836,195.75367,195.75367,1.51549,17.44415,7.65913,14.84447,19.169584,-99.026133,2739
090080088,01/11/2022,2,1,3,2,1,3,0,0,0,2,1,3,0,0,0,13.76559,59.30199,23.17999,38.3737,32.96775,2.63484,0.43327,22.92704,32.10942,9.30999,22.83266,94.29303,71.42332,114.80004,146.16287,109.40227,140.06095,140.06095,1.58789,25.39371,5.95034,12.22541,19.280696,-99.24602,2620
090040010,01/11/2022,2,1,3,2,1,3,0,0,0,2,0,2,0,1,1,13.92796,61.46282,20.03861,33.4913,28.6027,2.61441,0.41855,24.85455,37.45268,12.57475,22.36025,90.29435,67.92843,107.76009,127.31942,152.82247,186.17586,186.17586,1.70454,26.685,6.79242,12.00256,19.317784,-99.32401,2985
090120019,01/11/2022,2,1,3,2,1,3,0,0,0,2,1,3,0,0,0,9.90893,79.85597,19.57258,42.95543,30.34843,2.5983,0.45693,23.50145,38.19318,13.59957,19.02622,98.83115,60.32048,128.34488,136.63415,161.01067,194.30503,194.30503,1.98636,25.96071,1.65819,28.26712,19.136202,-99.175057,2996
090090300,01/11/2022,2,0,2,2,0,2,0,0,0,2,0,2,0,0,0,15.32712,61.25086,28.80856,46.16597,35.65043,1.85149,0.38317,15.59916,36.08593,13.37019,25.21577,93.07919,106.92024,134.25445,125.17563,158.48687,190.88873,190.88873,1.683,18.57685,7.85359,13.80145,19.208455,-98.97056,2259
090090152,01/11/2022,2,5,7,2,5,7,0,0,0,2,5,7,0,0,0,15.14631,62.30208,28.08524,45.56408,36.01198,1.94701,0.37716,15.59622,36.59271,13.13349,25.03397,94.30849,102.79063,131.89121,127.93419,160.41124,193.44274,193.44274,1.61285,18.47132,7.65689,14.34472,19.176322,-99.031422,2616
090130225,01/11/2022,2,2,4,2,2,4,0,0,0,2,2,4,0,0,0,15.49139,57.29573,25.23546,45.55389,30.09429,2.07363,0.45086,21.67505,34.66814,11.64792,24.50129,88.34762,81.87921,119.18161,127.53239,150.47931,183.09933,183.09933,2.08208,22.87869,8.02441,10.51462,19.2375,-99.0525,2359
090110147,01/11/2022,2,1,3,2,1,3,0,0,0,2,1,3,0,0,0,16.14724,57.3205,26.54335,46.41628,29.11364,2.3438,0.52419,24.53209,40.06376,14.97925,24.91412,91.67472,83.89036,126.89535,125.53928,194.0366,231.26492,231.26492,2.64464,25.24476,8.76222,9.67686,19.302355,-99.016102,2259
090090255,01/11/2022,2,3,5,2,3,5,0,0,0,2,3,5,0,0,0,15.12299,60.15545,25.62886,45.39576,31.71,2.15504,0.43426,20.42079,36.4357,12.81543,24.38491,91.24679,86.67767,126.45789,129.12605,159.52656,192.62849,192.62849,1.96052,22.25562,7.60254,12.79323,19.199891,-99.05859,2478
090120104,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,12.03313,71.35157,21.14872,42.7324,30.26238,2.62068,0.45799,23.627,38.71317,13.97988,21.09921,95.91325,66.6648,128.94391,135.40499,164.33583,197.80164,197.80164,2.00463,26.41366,4.06623,21.58184,19.105169,-99.194914,3031
090080095,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,13.78695,60.28084,22.72786,38.81518,32.51255,2.62967,0.43639,23.14591,33.24463,10.14104,22.83366,93.95189,71.462,117.70978,143.50152,118.26291,149.54763,149.54763,1.65137,25.70406,5.99924,12.83606,19.247384,-99.254385,3019
090080093,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,14.12427,60.48312,21.96772,36.6873,30.38147,2.64254,0.43503,24.22201,36.149,11.90719,22.92832,92.02556,70.69828,114.19259,136.78042,139.91753,172.11064,172.11064,1.73604,26.2177,6.63018,12.36282,19.26687,-99.287408,3036
090080086,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,14.32758,59.32684,22.76478,37.56332,30.53484,2.72394,0.44116,24.06087,35.24752,11.25044,23.0859,92.15209,71.48842,114.45983,139.19618,133.1188,164.8455,164.8455,1.73609,26.63824,6.86598,11.8728,19.286082,-99.269733,2719
090090062,01/11/2022,1,1,2,1,1,2,0,0,0,0,1,1,1,0,1,13.28995,66.88115,22.66112,44.47906,30.74391,2.43233,0.4514,22.41641,38.19412,13.69581,22.39997,94.28183,72.72917,129.03892,133.7711,166.27259,199.80297,199.80297,2.01173,24.25886,5.50185,18.10228,19.172526,-99.105423,3057
090080096,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,13.92311,61.048,22.39563,38.61136,31.37342,2.63456,0.4398,23.70582,35.14633,11.38218,22.8935,93.22243,71.23698,118.37897,139.89537,132.8158,164.74226,164.74226,1.73723,25.99712,6.23177,13.2425,19.229237,-99.267239,3273
090120118,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,11.69316,72.66945,20.8692,42.64084,30.2958,2.62137,0.45761,23.64707,38.52871,13.84174,20.76517,96.37447,65.49626,128.50817,135.74291,162.819,196.20919,196.20919,1.99453,26.35621,3.68131,22.60012,19.114838,-99.195544,3020
090080102,01/11/2022,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,13.59584,59.75823,22.99253,38.73696,33.58675,2.61287,0.43184,22.65023,31.64216,9.11145,22.72467,94.68749,71.50384,116.46174,146.69475,105.97822,136.71737,136.71737,1.56703,25.36547,5.70619,12.55014,19.264056,-99.246707,2775
090130256,01/11/2022,1,2,3,1,2,3,0,0,0,1,2,3,0,0,0,15.82686,57.45199,24.32065,45.31506,29.54284,2.3591,0.47199,24.3135,38.68104,13.72235,24.60113,89.96784,73.37483,123.83959,131.89653,181.33211,215.66164,215.66164,2.20396,22.53709,8.42023,10.6247,19.268597,-99.072141,2230
090100217,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,14.82218,58.37525,22.97699,36.86377,28.4753,2.9157,0.44988,24.68042,36.52354,11.89899,23.10319,90.25592,72.00148,112.19638,133.25486,144.56294,177.07265,177.07265,1.83328,28.77134,7.81757,10.97398,19.317737,-99.274487,2814
090120263,01/11/2022,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,11.69008,72.09185,20.83284,42.42549,30.73788,2.60364,0.45349,23.57668,36.45784,12.33711,20.76049,96.49813,64.70431,125.48174,137.7817,147.14485,179.74131,179.74131,1.89394,25.48828,3.66526,22.20438,19.190614,-99.175531,2902
090110095,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,15.5619,55.0696,25.98948,45.85107,29.1801,1.78831,0.45098,21.00962,31.27756,9.72056,24.50334,85.09856,84.51359,112.14262,123.28754,129.41386,160.86373,160.86373,2.11327,22.87284,8.09816,8.63675,19.269895,-99.010348,2258
090120426,01/11/2022,1,3,4,1,3,4,0,0,0,0,1,1,1,2,3,13.20367,60.5057,22.90378,40.11001,35.0707,2.5609,0.42799,21.93404,30.03132,8.21656,22.47025,95.79348,71.22154,119.48467,149.50087,94.42341,124.91935,124.91935,1.49364,24.89873,5.13963,13.23347,19.23982,-99.219379,2960
090090045,01/11/2022,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,15.1663,61.61072,27.66893,45.56774,34.94603,1.97646,0.39008,16.64119,36.18125,12.83659,24.90764,93.36351,100.00957,130.35894,127.88596,157.96611,190.87977,190.87977,1.69623,19.33572,7.67249,13.83021,19.183551,-99.035123,2572
090110081,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,15.40695,59.57701,28.00932,46.5278,33.04828,1.89217,0.41536,17.9166,35.89708,13.30848,24.97383,90.69695,101.3595,133.76787,123.85708,157.45561,189.74878,189.74878,1.90753,20.66579,7.91978,12.72533,19.220135,-98.967231,2236
090110072,01/11/2022,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,16.13875,57.60408,26.82172,47.13406,29.01823,2.33709,0.53167,24.35,40.94695,15.92652,24.97478,91.91014,85.81763,135.94979,123.93644,200.08544,237.5973,237.5973,2.71456,25.80296,8.67466,10.06424,19.308524,-98.98256,2285
090130236,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,15.46061,57.66199,25.20636,45.51501,30.22551,2.1041,0.45059,21.70544,35.08212,11.90857,24.48592,88.77243,81.93442,120.27658,127.97419,152.91709,185.67679,185.67679,2.07679,22.89059,7.98899,10.79584,19.233621,-99.055225,2349
090090084,01/11/2022,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,14.78321,61.35506,24.58827,45.07105,31.10323,2.29428,0.44544,21.60708,37.51506,13.35372,23.93577,91.97377,80.91831,127.54886,131.10552,165.11236,198.56159,198.56159,2.01002,23.20337,7.20999,13.78852,19.195639,-99.077756,2627
090120112,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,13.16845,64.60311,22.1087,41.17396,31.73846,2.61932,0.4458,23.31773,34.63038,11.1215,22.23307,94.78225,69.19093,122.97331,140.9068,130.88315,162.77494,162.77494,1.76854,25.60168,5.29538,16.35114,19.204818,-99.209242,3030
090090115,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,15.17403,59.69461,25.43338,45.38428,31.32563,2.16625,0.43923,20.84803,36.31966,12.69219,24.37291,90.82703,85.11935,125.43571,129.16273,159.06269,192.14849,192.14849,1.99271,22.5283,7.66016,12.45805,19.206573,-99.060113,2586
090110104,01/11/2022,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,15.40823,60.02478,27.92152,46.9492,32.91241,1.93066,0.4206,18.09037,37.8163,14.83765,24.99751,91.12865,100.87946,139.91521,123.19999,169.40032,202.03711,202.03711,1.9625,20.99097,7.91208,13.36019,19.217182,-98.956798,2236
090040054,01/11/2022,1,2,3,1,2,3,0,0,0,1,2,3,0,0,0,11.89232,67.724,16.72455,26.91802,30.91917,1.66063,0.33372,24.98389,38.54363,13.45873,20.93615,91.46225,61.85757,96.09679,124.12456,158.23845,191.5599,191.5599,1.23885,17.52215,4.25807,14.36938,19.294861,-99.347621,3200
090100002,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,14.92137,58.09462,23.11805,36.73013,28.01753,2.9755,0.45235,24.74242,36.56101,11.8797,23.06479,89.85413,72.25549,111.55635,131.77967,145.6579,178.34312,178.34312,1.85305,29.41464,8.03873,10.7447,19.325176,-99.272475,2728
090120251,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,12.86627,66.69791,21.84573,42.2148,31.22183,2.6005,0.45097,23.49715,35.62088,11.75697,21.91562,95.06875,68.04053,124.44664,139.37646,140.47059,172.73922,172.73922,1.84489,25.26355,4.97681,18.03073,19.206848,-99.175185,2834
090120115,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,13.5218,63.43,22.24868,40.31579,31.28815,2.63872,0.44615,23.62611,35.52381,11.69757,22.53951,94.03566,70.25087,122.07979,139.56744,136.85957,169.00952,169.00952,1.79533,26.0195,5.73485,15.29391,19.197777,-99.239722,3379
090040072,01/11/2022,1,2,3,1,2,3,0,0,0,1,2,3,0,0,0,12.30041,66.54003,17.26655,28.22225,30.46923,1.85298,0.35121,24.98561,38.40777,13.33956,21.24583,91.2607,62.87353,98.60421,124.98909,157.62831,190.97226,190.97226,1.33815,19.39116,4.74653,13.91901,19.302222,-99.344444,3115
090120247,01/11/2022,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,13.46058,63.79018,22.19638,40.43578,31.23397,2.63906,0.44674,23.63767,35.62905,11.76669,22.47943,94.11522,70.05227,122.35649,139.39261,137.77879,169.97112,169.97112,1.80336,26.02898,5.66617,15.57939,19.195179,-99.237627,3375
090090353,01/11/2022,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,15.14748,65.48943,30.31789,45.51163,42.69375,1.69683,0.2979,9.28233,37.79324,14.36568,25.86693,98.98964,117.12695,136.0006,127.70122,168.69213,201.76098,201.76098,1.10413,13.09787,7.71488,16.54695,19.172893,-98.977156,2600
090080066,01/11/2022,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,13.98092,61.16141,22.15532,37.94662,30.91463,2.62262,0.4383,23.96092,35.92195,11.87319,22.91119,92.78559,71.0337,117.40848,138.21488,138.53021,170.70772,170.70772,1.75309,26.01962,6.34501,13.13544,19.22968,-99.279452,3300
090100219,01/11/2022,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,14.26576,60.07775,22.0487,36.50825,29.91106,2.69208,0.43697,24.39224,36.38202,12.00096,22.96041,91.56151,70.79087,113.38406,135.74068,141.89644,174.18787,174.18787,1.75329,26.70718,6.8799,12.02129,19.282815,-99.287957,2954
090120143,01/11/2022,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,13.74114,61.1921,22.5896,39.47491,32.15092,2.62854,0.4397,23.28163,33.965,10.63837,22.78553,93.95101,71.22699,119.64695,142.22107,124.1972,155.78056,155.78056,1.69949,25.77632,5.95054,13.55741,19.225846,-99.248201,3173
090090287,01/11/2022,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,14.81377,62.28233,25.91245,45.34585,32.96042,2.16687,0.41798,19.07062,37.71634,13.68005,24.27592,93.19406,89.79282,131.09841,129.69709,166.18591,199.6303,199.6303,1.85448,21.50709,7.24958,14.47958,19.164911,-99.057094,2891
090120368,01/11/2022,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,11.78648,71.56197,20.90183,42.27727,30.7886,2.60847,0.45283,23.5695,36.3153,12.23717,20.85549,96.38149,64.96044,125.27247,137.95898,145.70755,178.24211,178.24211,1.88272,25.54655,3.77229,21.83045,19.190294,-99.18081,2943
090120278,01/11/2022,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,13.41273,63.09902,22.3636,40.69658,32.05563,2.62075,0.44326,23.22682,34.15039,10.80314,22.48298,94.52021,70.13394,122.03237,141.83784,126.62268,158.33659,158.33659,1.73329,25.63224,5.55933,15.14575,19.210171,-99.221319,3049
090120108,01/11/2022,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,13.35666,63.73697,22.24436,40.75781,31.72801,2.62686,0.4451,23.37197,34.69424,11.16628,22.41026,94.48251,69.8383,122.39957,140.88802,130.87868,162.77224,162.77224,1.76322,25.74716,5.5146,15.61955,19.204248,-99.222662,3143
