ClaveLocRes,FECHA,POB_TOTAL_INEGI,POB_MASCULINA_INEGI,POB_FEMENINA_INEGI,AMBITO,TOTAL DE VIVIENDAS HABITADAS,Hombres_ingresos,Mujeres_Ingresos,Total_INgresos_COVID,Hombres_MIGRANTE_SI,Mujeres_MIGRANTE_SI,Hombres_MIGRANTE_NO,Mujeres_MIGRANTE_NO,Hombres_MIGRANTE_NOESPECIFICO,Mujeres_MIGRANTE_NOESPECIFICO,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Recuperados,Hombres_defuncion,Mujeres_defuncion,Total_Defunciones,Hombres_Tres_complicaciones,Mujeres_Tres_complicaciones,Total_Tres_complicaciones,Hombres_Mayor_cuatro_comorbilidades,Mujeres_Maayor_cuatro_comorbilidades,Total_mayor_cuatro_comorbilidades,Hombres_Ambulatorio,Mujeres_Ambulatorio,Total_ambulatorio,Hombres_Hospitalizado,Mujeres_Hospitalizado,Total_hospitalizado,Hombres_Intubado_SI,Mujeres_Intubado_SI,Hombres_Intubado_NO,Mujeres_Intubado_NO,Hombres_Intubado_NO_APLICA,Mujeres_Intubado_NO_APLICA,Hombres_Intubado_NOESPECIFICO,Mujeres_Intubado_NOESPECIFICO,Hombres_UCI_SI,Mujeres_UCI_SI,Hombres_UCI_NO,Mujeres_UCI_NO,Hombres_UCI_NO_APLICA,Mujeres_UCI_NO_APLICA,Hombres_UCI_NOESPECIFICO,Mujeres_UCI_NOESPECIFICO,Hombres_Neumonia_SI,Mujeres_Neumonia_SI,Hombres_Neumonia_NO,Mujeres_Neumonia_NO,Hombres_Neumonia_NOESPECIFICO,Mujeres_Neumonia_NOESPECIFICO,Hombres_Diabetes_SI,Mujeres_Diabetes_SI,Hombres_Diabetes_NO,Mujeres_Diabetes_NO,Hombres_EPOC_SI,Mujeres_EPOC_SI,Hombres_EPOC_NO,Mujeres_EPOC_NO,Hombres_ASMA_SI,Mujeres_ASMA_SI,Hombres_ASMA_NO,Mujeres_ASMA_NO,Hombres_INMUSUPR_SI,Mujeres_INMUSUPR_SI,Hombres_INMUSUPR_NO,Mujeres_INMUSUPR_NO,Hombres_HIPERTENSION_SI,Mujeres_HIPERTENSION_SI,Hombres_HIPERTENSION_NO,Mujeres_HIPERTENSION_NO,Hombres_OTRAS_COM_SI,Mujeres_OTRAS_COM_SI,Hombres_OTRAS_COM_NO,Mujeres_OTRAS_COM_NO,Hombres_CARDIOVASCULAR_SI,Mujeres_CARDIOVASCULAR_SI,Hombres_CARDIOVASCULAR_NO,Mujeres_CARDIOVASCULAR_NO,Hombres_OBESIDAD_SI,Mujeres_OBESIDAD_SI,Hombres_OBESIDAD_NO,Mujeres_OBESIDAD_NO,Hombres_RENAL_CRONICA_SI,Mujeres_RENAL_CRONICA_SI,Hombres_RENAL_CRONICA_NO,Mujeres_RENAL_CRONICA_NO,Hombres_TABAQUISMO_SI,Mujeres_TABAQUISMO_SI,Hombres_TABAQUISMO_NO,Mujeres_TABAQUISMO_NO,Hombres_OTRO_CASO_SI,Mujeres_OTRO_CASO_SI,Hombres_OTRO_CASO_NO,Mujeres_OTRO_CASO_NO,Hombres_OTRO_CASO_NOESPECIFICO,Mujeres_OTRO_CASO_NOESPECIFICO,Hombres_TOMA_MUESTRA_LAB_SI,Mujeres_TOMA_MUESTRA_LAB_SI,Hombres_TOMA_MUESTRA_LAB_NO,Mujeres_TOMA_MUESTRA_LAB_NO,Hombres_TOMA_MUESTRA_ANTIGENO_SI,Mujeres_TOMA_MUESTRA_ANTIGENO_SI,Hombres_TOMA_MUESTRA_ANTIGENO_NO,Mujeres_TOMA_MUESTRA_ANTIGENO_NO,Hombres_COVID19_POSITIVO,Mujeres_COVID19_POSITIVO,Hombres_COVID19_NEGATIVO,Mujeres_COVID19_NEGATIVO,Hombres_COVID19_NO_ADECUADO,Mujeres_COVID19_NO_ADECUADO,Hombres_COVID19_NO_APLICA,Mujeres_COVID19_NO_APLICA,Hombres_ANTIGENO_POSITIVO,Mujeres_ANTIGENO_POSITIVO,Hombres_ANTIGENO_NEGATIVO,Mujeres_ANTIGENO_NEGATIVO,Hombres_ANTIGENO_NO_APLICA,Mujeres_ANTIGENO_NO_APLICA,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,NOM_ENT,NOM_MUN,NOM_LOC,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090090313,01/08/2022,17,11,6,Rural,4,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16.51688,64.25229,16.66145,26.14053,33.8911,1.31449,0.2811,13.20827,25.07832,7.70199,25.14411,88.3814,64.3835,92.34417,110.26894,96.24442,120.68474,120.68474,1.24548,8.91185,10.13695,23.07305,Ciudad de México,Milpa Alta,Totoxhpa (Cerrada Culiacán),19.192717,99.032372,2460
090120254,01/08/2022,18,9,9,Rural,4,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,14.04481,76.50741,14.92575,25.08942,31.20188,1.49144,0.34094,17.62699,25.73068,7.90693,21.56571,94.88674,54.82529,82.06277,114.5895,94.09788,120.29517,120.29517,1.31108,14.11917,7.32244,29.63882,Ciudad de México,Tlalpan,Barranquilla,19.190654,99.183366,2954
090080085,01/08/2022,23,12,11,Rural,12,1,2,3,0,0,0,0,1,2,1,2,3,0,0,0,0,0,0,1,2,3,1,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,1,1,1,0,0,1,2,0,0,1,2,0,0,1,2,0,1,1,1,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,1,1,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,17.28213,64.59646,14.4159,23.35417,31.60576,1.62139,0.32072,17.77001,25.15545,7.51922,25.63108,88.03656,54.74518,78.38614,119.2144,89.05567,115.61904,115.61904,1.15841,14.88779,11.08924,23.96257,Ciudad de México,La Magdalena Contreras,El Ocotal (La Carbonera),19.293854,99.262611,2726
090040059,01/08/2022,24,12,12,Rural,9,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.71879,75.25526,11.67729,17.56239,26.46352,1.37932,0.22381,18.86467,27.61703,8.77174,20.58788,91.80806,53.65403,70.15036,98.23309,109.397,137.32954,137.32954,0.91435,8.55258,5.76381,32.20038,Ciudad de México,Cuajimalpa de Morelos,El Zarco,19.293255,99.354391,3141
090090332,01/08/2022,29,12,17,Rural,7,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.4445,64.54595,16.94113,26.11056,35.64893,1.26343,0.25926,11.59427,25.576,7.9847,25.25533,88.63257,66.23623,96.23815,112.0889,99.05216,123.83202,123.83202,1.11119,7.80447,9.93562,23.31375,Ciudad de México,Milpa Alta,Los Angeles,19.181407,99.025885,2524
090120355,01/08/2022,35,17,18,Rural,15,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15.64729,69.94236,14.74538,24.65388,31.61901,1.44051,0.33873,17.10467,24.47351,7.40474,23.49098,91.57636,54.20464,80.69784,113.69517,84.57488,110.16244,110.16244,1.20474,13.35285,9.25983,26.3703,Ciudad de México,Tlalpan,Acueducto 1ra. Sección,19.206118,99.212903,3050
090090337,01/08/2022,41,23,18,Rural,10,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16.4239,64.99087,16.92562,26.10173,35.74211,1.26724,0.25967,11.6253,26.05853,8.21681,25.23122,88.9776,66.15807,96.65837,112.64381,101.6782,126.85153,126.85153,1.10536,7.93941,9.90108,23.60956,Ciudad de México,Milpa Alta,Tlalzonco,19.172046,99.02762,2692
090090151,01/08/2022,50,23,27,Rural,9,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15.7199,69.71717,15.46034,25.87888,31.12556,1.49207,0.33388,17.34161,27.08585,8.48315,23.67211,91.73709,57.36489,85.72009,113.94206,106.00794,132.51256,132.51256,1.44974,13.41666,9.35332,26.08825,Ciudad de México,Milpa Alta,Miquixpa,19.187424,99.100787,2820
090080108,01/08/2022,51,30,21,Rural,13,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17.44061,64.02414,14.386,23.39269,32.00617,1.5182,0.32509,17.1738,24.02277,7.02958,25.886,87.96208,53.14922,76.84529,117.14573,80.4628,106.35133,106.35133,1.10211,13.99301,11.20695,23.50078,Ciudad de México,La Magdalena Contreras,Rincón Eslava,19.289692,99.251075,2555
090120310,01/08/2022,51,26,25,Rural,10,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15.96303,68.83663,14.76812,24.75068,31.98024,1.38459,0.34067,16.75163,23.76572,7.09734,23.86502,91.12354,53.81188,80.21092,113.01693,79.52075,104.65314,104.65314,1.16396,12.62133,9.63761,25.71278,Ciudad de México,Tlalpan,Camino a la Venta,19.219902,99.194168,2833
090120269,01/08/2022,65,40,25,Rural,17,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13.29083,79.86417,15.03818,25.32566,31.04187,1.50882,0.34135,17.79754,26.33615,8.15677,20.66683,96.48808,55.28438,82.91205,114.85463,98.8253,125.28007,125.28007,1.36484,14.30689,6.40511,31.27424,Ciudad de México,Tlalpan,Tomasquititla (Kilometro 32.6),19.185477,99.16297,2827
090090319,01/08/2022,66,26,40,Rural,18,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16.43411,65.28569,16.72563,26.10628,34.67781,1.30816,0.27458,12.73152,26.18895,8.25379,25.10792,89.18911,64.87446,94.64858,112.25199,102.28244,127.6248,127.6248,1.18857,8.90736,9.97716,23.77206,Ciudad de México,Milpa Alta,Ochpantenco,19.17164,99.035461,2700
090120296,01/08/2022,69,37,32,Rural,17,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12.25473,84.15682,15.07769,25.35845,30.96579,1.5208,0.34042,17.81631,26.55784,8.27139,19.42706,98.5855,55.56412,83.35927,114.84442,100.41332,126.98657,126.98657,1.37705,14.45423,5.14058,33.50734,Ciudad de México,Tlalpan,Lomas de San José,19.1729,99.164541,2945
090110137,01/08/2022,77,44,33,Rural,22,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,16.65175,62.26986,16.11922,26.29571,29.88745,1.33664,0.31029,15.20757,21.62146,6.06619,25.01229,86.40922,58.8393,81.13899,98.77482,77.34216,98.98725,98.98725,1.51806,8.71572,10.58586,21.61216,Ciudad de México,Tláhuac,Ejido de Tláhuac,19.261976,98.994344,2231
090120439,01/08/2022,111,55,56,Rural,31,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14.81868,73.61639,15.16119,25.60088,30.95111,1.51095,0.34127,17.87394,26.86032,8.35352,22.50986,93.57915,55.80771,83.76458,114.91317,103.35759,129.95207,129.95207,1.42302,14.13982,8.27306,28.06207,Ciudad de México,Tlalpan,La Joyita,19.194125,99.132907,2636
090130249,01/08/2022,113,56,57,Rural,29,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.10979,63.69901,14.61784,26.01395,30.27511,1.49967,0.3527,19.19692,28.25704,8.75758,25.15108,89.75848,54.48369,82.44741,117.02768,118.42909,144.80052,144.80052,1.64328,12.77416,11.16523,22.63943,Ciudad de México,Xochimilco,Chililico,19.265316,99.09173,2233
090130232,01/08/2022,123,60,63,Rural,38,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16.79678,64.13725,15.42007,26.12581,30.66543,1.45968,0.33361,17.33445,26.33747,8.06539,24.99579,88.93207,57.03243,84.17011,111.41909,103.65704,129.29891,129.29891,1.53154,12.20939,10.7204,22.95964,Ciudad de México,Xochimilco,Atlaxco,19.233268,99.068579,2359
090130091,01/08/2022,156,73,83,Rural,43,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.42342,66.87223,14.99074,25.63224,30.80834,1.50922,0.3459,18.28144,27.07642,8.3579,24.39069,90.59374,55.04774,82.73486,115.61327,105.7421,132.31533,132.31533,1.46436,14.0373,10.26063,24.52884,Ciudad de México,Xochimilco,Tepemimilco,19.226095,99.123934,2367
090090067,01/08/2022,182,96,86,Rural,44,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.50748,64.45614,16.63108,26.13414,33.87261,1.32047,0.28246,13.31434,25.3386,7.81458,25.12223,88.56969,64.20727,92.44563,110.64929,97.64983,122.31657,122.31657,1.24849,9.08172,10.12486,23.21798,Ciudad de México,Milpa Alta,La Mora,19.190063,99.034836,2517
090130096,01/08/2022,204,105,99,Rural,57,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16.78839,63.58231,15.55478,26.18656,30.58796,1.43186,0.32767,16.8234,25.32089,7.6387,25.03947,88.31915,57.53539,83.72408,108.8633,97.9644,122.77398,122.77398,1.52576,11.40888,10.71727,22.58772,Ciudad de México,Xochimilco,Ixotitla,19.237216,99.056995,2350
090130137,01/08/2022,270,126,144,Rural,68,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.12365,67.9167,15.32319,25.86621,30.93752,1.49738,0.33794,17.67498,27.11095,8.44752,24.12441,90.93921,56.6463,84.79285,114.2356,106.38696,132.89283,132.89283,1.47177,13.52771,9.86679,25.11198,Ciudad de México,Xochimilco,Tlachiultepec de Ahuayucan (Las Malvinas),19.204349,99.102169,2590
090130181,01/08/2022,271,144,127,Rural,64,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16.32018,67.36669,14.90969,25.3972,31.02811,1.49493,0.34619,18.12117,26.45777,8.09821,24.25383,90.78176,54.50852,81.78012,115.56408,100.59903,126.97036,126.97036,1.39983,14.0917,10.12336,24.83194,Ciudad de México,Xochimilco,Ocotitla Tepachuxiac,19.228087,99.141708,2408
090110071,01/08/2022,301,158,143,Rural,70,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,16.82974,62.9644,16.19638,26.37097,30.15935,1.39982,0.34247,17.14311,25.63198,7.95824,25.27866,88.39639,58.07239,82.98255,106.85778,100.63154,126.10799,126.10799,1.64505,11.07155,10.68379,22.20854,Ciudad de México,Tláhuac,Tabla los Pozos,19.28177,98.986736,2229
090090167,01/08/2022,303,143,160,Rural,71,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.58466,63.88192,16.36969,26.16925,32.46285,1.3516,0.29757,14.44366,24.55481,7.4187,25.06798,88.08182,62.45701,88.72323,108.37829,93.33712,117.39587,117.39587,1.3525,9.65247,10.32003,22.79811,Ciudad de México,Milpa Alta,Tepetenco,19.204425,99.037402,2476
090090158,01/08/2022,314,169,145,Rural,75,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.48976,65.56255,15.87888,26.08832,31.6828,1.4284,0.31839,16.09104,26.28614,8.15347,24.76789,89.47386,59.62074,87.45479,111.51614,102.59245,128.22272,128.22272,1.42635,11.67138,10.25169,23.82649,Ciudad de México,Milpa Alta,Malacaxco,19.197931,99.065007,2535
090080088,01/08/2022,334,170,164,Rural,88,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,17.38537,64.03561,14.38453,23.49109,32.40455,1.41305,0.32901,16.46085,22.88629,6.62511,25.80345,88.11491,52.58617,76.54619,114.55513,72.2592,97.34554,97.34554,1.04104,12.68058,11.15146,23.44755,Ciudad de México,La Magdalena Contreras,Totolapan,19.280696,99.24602,2620
090130162,01/08/2022,343,175,168,Rural,84,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16.29613,67.27918,15.13422,25.76817,30.80463,1.5072,0.34304,18.08698,27.17537,8.43222,24.27735,90.73265,55.73276,83.68455,115.01834,106.66741,133.25233,133.25233,1.47841,13.83775,10.09676,24.75833,Ciudad de México,Xochimilco,Pepelaxtla,19.217269,99.112537,2411
090110136,01/08/2022,359,170,189,Rural,88,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16.56163,61.95211,16.16841,26.2753,29.67115,1.31086,0.29826,14.46153,19.92718,5.28368,24.89924,85.61851,59.73345,80.19709,94.82529,67.64204,87.78093,87.78093,1.47688,7.75603,10.52968,21.29439,Ciudad de México,Tláhuac,El Pato,19.250804,98.996646,2237
