ClaveLocRes,FECHA,POB_TOTAL_INEGI,POB_MASCULINA_INEGI,POB_FEMENINA_INEGI,AMBITO,TOTAL DE VIVIENDAS HABITADAS,Hombres_ingresos,Mujeres_Ingresos,Total_INgresos_COVID,Hombres_MIGRANTE_SI,Mujeres_MIGRANTE_SI,Hombres_MIGRANTE_NO,Mujeres_MIGRANTE_NO,Hombres_MIGRANTE_NOESPECIFICO,Mujeres_MIGRANTE_NOESPECIFICO,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Recuperados,Hombres_defuncion,Mujeres_defuncion,Total_Defunciones,Hombres_Tres_complicaciones,Mujeres_Tres_complicaciones,Total_Tres_complicaciones,Hombres_Mayor_cuatro_comorbilidades,Mujeres_Maayor_cuatro_comorbilidades,Total_mayor_cuatro_comorbilidades,Hombres_Ambulatorio,Mujeres_Ambulatorio,Total_ambulatorio,Hombres_Hospitalizado,Mujeres_Hospitalizado,Total_hospitalizado,Hombres_Intubado_SI,Mujeres_Intubado_SI,Hombres_Intubado_NO,Mujeres_Intubado_NO,Hombres_Intubado_NO_APLICA,Mujeres_Intubado_NO_APLICA,Hombres_Intubado_NOESPECIFICO,Mujeres_Intubado_NOESPECIFICO,Hombres_UCI_SI,Mujeres_UCI_SI,Hombres_UCI_NO,Mujeres_UCI_NO,Hombres_UCI_NO_APLICA,Mujeres_UCI_NO_APLICA,Hombres_UCI_NOESPECIFICO,Mujeres_UCI_NOESPECIFICO,Hombres_Neumonia_SI,Mujeres_Neumonia_SI,Hombres_Neumonia_NO,Mujeres_Neumonia_NO,Hombres_Neumonia_NOESPECIFICO,Mujeres_Neumonia_NOESPECIFICO,Hombres_Diabetes_SI,Mujeres_Diabetes_SI,Hombres_Diabetes_NO,Mujeres_Diabetes_NO,Hombres_EPOC_SI,Mujeres_EPOC_SI,Hombres_EPOC_NO,Mujeres_EPOC_NO,Hombres_ASMA_SI,Mujeres_ASMA_SI,Hombres_ASMA_NO,Mujeres_ASMA_NO,Hombres_INMUSUPR_SI,Mujeres_INMUSUPR_SI,Hombres_INMUSUPR_NO,Mujeres_INMUSUPR_NO,Hombres_HIPERTENSION_SI,Mujeres_HIPERTENSION_SI,Hombres_HIPERTENSION_NO,Mujeres_HIPERTENSION_NO,Hombres_OTRAS_COM_SI,Mujeres_OTRAS_COM_SI,Hombres_OTRAS_COM_NO,Mujeres_OTRAS_COM_NO,Hombres_CARDIOVASCULAR_SI,Mujeres_CARDIOVASCULAR_SI,Hombres_CARDIOVASCULAR_NO,Mujeres_CARDIOVASCULAR_NO,Hombres_OBESIDAD_SI,Mujeres_OBESIDAD_SI,Hombres_OBESIDAD_NO,Mujeres_OBESIDAD_NO,Hombres_RENAL_CRONICA_SI,Mujeres_RENAL_CRONICA_SI,Hombres_RENAL_CRONICA_NO,Mujeres_RENAL_CRONICA_NO,Hombres_TABAQUISMO_SI,Mujeres_TABAQUISMO_SI,Hombres_TABAQUISMO_NO,Mujeres_TABAQUISMO_NO,Hombres_OTRO_CASO_SI,Mujeres_OTRO_CASO_SI,Hombres_OTRO_CASO_NO,Mujeres_OTRO_CASO_NO,Hombres_OTRO_CASO_NOESPECIFICO,Mujeres_OTRO_CASO_NOESPECIFICO,Hombres_TOMA_MUESTRA_LAB_SI,Mujeres_TOMA_MUESTRA_LAB_SI,Hombres_TOMA_MUESTRA_LAB_NO,Mujeres_TOMA_MUESTRA_LAB_NO,Hombres_TOMA_MUESTRA_ANTIGENO_SI,Mujeres_TOMA_MUESTRA_ANTIGENO_SI,Hombres_TOMA_MUESTRA_ANTIGENO_NO,Mujeres_TOMA_MUESTRA_ANTIGENO_NO,Hombres_COVID19_POSITIVO,Mujeres_COVID19_POSITIVO,Hombres_COVID19_NEGATIVO,Mujeres_COVID19_NEGATIVO,Hombres_COVID19_NO_ADECUADO,Mujeres_COVID19_NO_ADECUADO,Hombres_COVID19_NO_APLICA,Mujeres_COVID19_NO_APLICA,Hombres_ANTIGENO_POSITIVO,Mujeres_ANTIGENO_POSITIVO,Hombres_ANTIGENO_NEGATIVO,Mujeres_ANTIGENO_NEGATIVO,Hombres_ANTIGENO_NO_APLICA,Mujeres_ANTIGENO_NO_APLICA,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,NOM_ENT,NOM_MUN,NOM_LOC,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090090062,01/01/2020,0,0,0,Rural,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.61513,49.06755,16.94647,44.98271,26.69766,4.00223,0.3721,21.15569,36.96286,14.08276,21.21765,88.94381,95.40118,158.94216,109.63169,172.63675,216.14919,216.14919,2.16503,48.84715,1.48327,7.18886,Ciudad de México,Milpa Alta,Melhcalhca,19.172526,99.105423,3057
090110143,01/01/2020,1,,,Rural,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.17426,48.25112,21.64036,51.60925,24.37338,4.08603,0.46253,23.2495,39.98809,16.13478,23.58359,86.22191,86.91044,177.80303,106.22284,207.43359,249.73483,249.73483,2.96921,52.11915,4.11625,6.61841,Ciudad de México,Tláhuac,Ninguno,19.298573,98.995224,2260
090120371,01/01/2020,3,,,Rural,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.86504,49.73883,16.73424,39.16481,26.96388,4.25959,0.35033,22.17756,34.07366,11.86108,21.16586,92.46876,89.35269,142.47136,110.05436,144.30204,191.40938,191.40938,1.93987,51.51379,2.10424,7.78369,Ciudad de México,Tlalpan,San Agustín,19.20543,99.20315,2946
090120359,01/01/2020,6,2,4,Rural,3,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.89533,49.77605,16.71649,38.87827,26.90416,4.25951,0.35035,22.25718,34.30864,12.00537,21.20106,92.35421,88.77275,142.87879,109.69035,145.88902,192.9325,192.9325,1.94123,51.4349,2.1354,7.7595,Ciudad de México,Tlalpan,Tixtapaltongo (Loma de Ahuayoto),19.201879,99.212244,3127
090040076,01/01/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.44688,50.65837,15.50249,33.17655,25.81145,3.79218,0.31863,22.80546,34.96251,12.27508,21.33371,90.9627,68.94047,162.10256,98.57674,167.96315,209.80254,209.80254,1.72886,40.6387,3.41,6.81606,Ciudad de México,Cuajimalpa de Morelos,Ninguno,19.338611,99.320833,2743
090160001,01/02/2020,414470,195467,219003,Urbano,146828,15,25,40,0,0,2,0,13,25,15,25,40,0,0,0,0,0,0,15,25,40,11,15,26,4,10,14,0,0,3,6,11,15,1,4,0,0,3,6,11,15,1,4,0,5,9,12,6,8,1,8,14,17,0,1,15,24,0,2,15,23,0,0,15,25,1,6,14,19,0,0,15,25,0,1,15,24,1,4,14,21,1,1,14,24,2,3,13,22,3,1,8,9,4,15,5,18,10,7,0,0,15,25,0,0,5,16,0,2,10,7,0,0,0,0,15,25,17.97004,37.94526,18.43258,46.8704,26.74211,5.62651,0.43415,28.23897,49.21073,20.80436,28.38135,79.21982,71.77241,145.65535,113.97002,252.82908,305.95306,305.95306,2.48162,57.41093,6.88535,1.80605,Ciudad de México,Miguel Hidalgo,Miguel Hidalgo,19.407269,99.190754,2264
090100001,01/02/2020,759003,360935,398068,Urbano,219413,47,59,106,0,1,1,2,46,56,44,59,103,3,0,3,1,0,1,47,59,106,33,47,80,14,12,26,2,0,6,6,33,47,6,6,1,0,7,6,33,47,6,6,2,0,24,40,18,19,2,1,45,58,1,0,46,59,2,1,45,58,1,2,46,57,1,4,46,55,5,1,42,58,0,1,47,58,1,5,46,54,0,1,47,58,5,6,42,53,5,13,20,22,22,24,21,19,26,40,0,0,47,59,0,0,18,18,3,1,26,40,0,0,0,0,47,59,17.83152,38.53726,17.64366,45.89231,26.83985,5.52721,0.42847,27.7938,48.30073,20.27242,28.25327,79.92816,65.76871,140.1732,114.13778,247.50516,300.00533,300.00533,2.4469,57.38632,6.73,1.96952,Ciudad de México,Álvaro Obregón,Álvaro Obregón,19.390806,99.195413,2308
090120001,01/02/2020,599935,285651,314284,Urbano,176605,42,62,104,0,0,1,1,41,61,42,61,103,0,1,1,1,0,1,42,62,104,25,41,66,17,21,38,1,0,5,10,25,41,11,11,1,0,5,10,25,41,11,11,1,2,16,26,22,34,1,7,41,55,1,0,41,62,3,4,39,58,1,1,41,61,6,3,36,59,3,4,39,58,0,2,42,60,2,3,40,59,1,0,41,62,4,1,38,61,9,11,26,37,7,14,22,34,20,28,0,0,42,62,0,0,21,32,1,2,20,28,0,0,0,0,42,62,16.13376,43.61551,17.04411,41.22505,28.26491,4.25309,0.36557,22.43088,34.09821,11.79587,26.93946,87.98727,56.35405,134.85606,116.4604,172.20741,212.83481,212.83481,2.19241,50.33889,4.83305,2.91993,Ciudad de México,Tlalpan,Tlalpan,19.288275,99.167125,2280
090150001,01/02/2020,545884,260951,284933,Urbano,196593,23,23,46,0,0,1,1,22,22,21,22,43,2,1,3,0,0,0,23,23,46,17,18,35,6,5,11,0,1,3,3,17,18,3,1,0,1,3,2,17,18,3,2,0,3,8,12,14,8,0,1,23,22,0,0,23,23,2,1,21,22,1,0,22,23,1,0,22,23,2,1,21,22,1,0,22,23,2,3,21,20,0,0,23,23,1,1,22,22,3,6,11,7,9,10,14,15,9,8,0,0,23,23,0,0,14,14,0,1,9,8,0,0,0,0,23,23,17.9294,41.38597,20.71307,50.78627,26.50638,6.23881,0.45253,28.49467,50.26598,21.06511,28.62284,82.44031,87.66316,160.76693,118.02114,224.33988,274.87582,274.87582,2.61664,79.40477,6.01202,4.64507,Ciudad de México,Cuauhtémoc,Cuauhtémoc,19.441646,99.151884,2230
090080001,01/02/2020,246428,117661,128767,Urbano,67772,20,12,32,0,0,1,0,19,12,20,12,32,0,0,0,0,0,0,20,12,32,10,5,15,10,7,17,0,0,2,0,10,5,8,7,0,0,2,0,10,5,8,7,0,0,9,2,11,10,0,0,20,12,0,0,20,12,0,2,20,10,1,0,19,12,2,0,18,12,3,1,17,11,0,0,20,12,5,1,15,11,0,0,20,12,0,0,20,12,5,2,6,8,9,2,12,10,8,2,0,0,20,12,0,0,11,10,1,0,8,2,0,0,0,0,20,12,15.86024,43.97571,16.42182,36.89842,29.40877,4.12711,0.3458,22.18047,33.33824,11.48911,26.49507,87.9494,59.65315,120.38763,120.56937,166.42955,209.43472,209.43472,1.97783,47.42951,4.94641,2.54511,Ciudad de México,La Magdalena Contreras,La Magdalena Contreras,19.304898,99.241515,2520
090060001,01/02/2020,404695,192352,212343,Urbano,117740,16,15,31,0,0,1,0,15,15,15,15,30,1,0,1,1,0,1,16,15,31,6,11,17,10,4,14,1,0,2,3,6,11,7,1,1,0,2,3,6,11,7,1,1,1,3,5,10,9,0,2,16,13,0,1,16,14,1,1,15,14,0,1,16,14,0,2,16,13,2,0,14,15,0,0,16,14,2,3,14,11,1,0,15,14,2,3,14,11,4,4,7,7,5,4,11,6,5,9,0,0,16,15,0,0,10,6,1,0,5,9,0,0,0,0,16,15,17.81432,41.91361,20.06593,44.72727,26.04651,5.61981,0.43742,27.65756,45.41847,17.25076,28.41624,82.93829,76.01784,130.11944,120.38089,182.12628,236.50234,236.50234,2.44609,74.96219,5.81825,3.9985,Ciudad de México,Iztacalco,Iztacalco,19.395901,99.097612,2233
090040001,01/02/2020,186693,89078,97615,Urbano,52530,9,8,17,0,0,1,0,8,8,9,8,17,0,0,0,0,0,0,9,8,17,5,5,10,4,3,7,0,0,3,2,5,5,1,1,0,0,3,1,5,5,1,2,0,1,6,6,2,1,0,1,9,7,0,1,9,7,0,1,9,7,2,0,7,8,0,1,9,7,0,0,9,8,0,0,9,8,1,0,8,8,0,0,9,8,1,1,8,7,1,0,6,6,2,2,5,3,4,5,0,0,9,8,0,0,5,3,0,0,4,5,0,0,0,0,9,8,14.91094,44.84401,15.90802,35.68541,29.48783,3.71696,0.31498,19.54766,30.43623,10.91882,24.33587,84.4821,61.01561,113.81549,115.19656,151.97135,198.87027,198.87027,1.61494,36.99421,5.92626,2.1358,Ciudad de México,Cuajimalpa de Morelos,Cuajimalpa de Morelos,19.35735,99.299792,2780
090030001,01/02/2020,614447,289110,325337,Urbano,191646,65,77,142,0,0,0,1,65,76,62,75,137,3,2,5,0,0,0,65,77,142,42,52,94,23,25,48,1,1,7,9,42,52,15,15,0,0,8,10,42,52,15,15,1,6,21,16,41,55,3,2,62,75,0,0,65,77,8,9,57,68,0,3,65,74,3,4,62,73,1,2,64,75,2,0,63,77,2,4,63,73,1,2,64,75,9,3,56,74,20,20,31,44,14,13,28,39,37,38,0,0,65,77,0,0,27,36,1,3,37,38,0,0,0,0,65,77,17.47314,41.70698,16.69381,48.6917,26.83777,4.71917,0.3824,23.85032,37.0124,13.42755,27.9274,83.46675,56.15488,140.09372,112.27903,183.2338,226.63058,226.63058,2.22318,60.022,5.93328,3.55824,Ciudad de México,Coyoacán,Coyoacán,19.350214,99.162146,2247
090050001,01/02/2020,1173351,563874,609477,Urbano,340301,67,100,167,0,0,0,0,67,100,63,99,162,4,1,5,0,0,0,67,100,167,49,71,120,18,29,47,0,0,10,14,49,71,8,15,0,0,10,14,49,71,8,15,0,7,27,35,38,58,3,8,64,92,2,6,65,94,2,6,65,94,0,2,67,98,7,11,60,89,0,2,67,98,2,4,65,96,5,11,62,89,1,4,66,96,6,7,61,93,4,8,14,27,49,65,50,70,17,30,0,0,67,100,0,0,48,63,2,7,17,30,0,0,0,0,67,100,18.04925,44.7242,20.56104,48.89516,26.5133,5.60077,0.48018,25.87132,47.50206,19.90579,28.95011,86.102,79.14358,185.3377,112.58954,225.08694,272.96774,272.96774,2.76802,75.97757,6.3337,6.87991,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,19.482945,99.113471,2229
090070001,01/02/2020,1835486,887651,947835,Urbano,504456,36,48,84,0,0,0,0,36,48,34,46,80,2,2,4,1,1,2,36,48,84,21,19,40,15,29,44,1,1,5,10,21,19,9,18,1,1,5,10,21,19,9,18,1,6,10,16,25,26,1,4,35,44,1,0,35,48,4,8,32,40,2,2,34,46,1,5,35,43,2,2,34,46,1,1,35,47,3,5,33,43,0,0,36,48,2,2,34,46,2,8,25,23,9,17,16,35,20,13,0,0,36,48,0,0,14,32,2,3,20,13,0,0,0,0,36,48,18.03886,42.63936,19.71457,47.1639,26.92015,4.60194,0.41057,25.20056,39.42236,14.07495,28.64776,83.57666,74.92871,146.83036,125.83763,178.81236,233.60867,233.60867,2.54311,64.33756,5.98069,3.79777,Ciudad de México,Iztapalapa,Iztapalapa,19.359004,99.092622,2242
090130001,01/02/2020,429481,209088,220393,Urbano,113806,28,32,60,0,0,0,0,28,32,27,32,59,1,0,1,0,0,0,28,32,60,18,19,37,10,13,23,1,0,3,6,18,19,6,7,1,0,3,6,18,19,6,7,1,2,10,11,16,19,1,2,26,30,0,1,27,31,1,3,26,29,2,1,25,31,3,5,24,27,1,2,26,30,1,0,26,32,3,3,24,29,1,0,26,32,3,1,24,31,4,10,21,18,3,4,14,15,14,17,0,0,28,32,0,0,14,15,0,0,14,17,0,0,0,0,28,32,16.54826,44.0875,18.18338,45.41451,30.17147,3.91647,0.37351,21.83692,33.57657,11.42772,27.4686,85.00746,60.29347,162.46574,124.41057,157.85506,194.27798,194.27798,2.12302,49.10291,5.2169,3.22971,Ciudad de México,Xochimilco,Xochimilco,19.263462,99.104913,2237
090140001,01/02/2020,434153,202121,232032,Urbano,176175,20,19,39,0,0,0,0,20,19,19,19,38,1,0,1,0,0,0,20,19,39,13,13,26,7,6,13,0,0,2,4,13,13,5,2,0,1,2,3,13,13,5,2,0,1,4,9,15,9,2,1,18,18,1,0,19,19,3,3,17,16,1,1,19,18,1,2,19,17,2,2,18,17,1,1,19,18,2,0,18,19,1,0,19,19,4,4,16,15,3,7,12,9,5,3,11,10,9,9,0,0,20,19,0,0,9,10,2,0,9,9,0,0,0,0,20,19,17.86206,41.40744,15.9649,54.05567,26.32467,4.93096,0.3844,24.25425,42.18184,16.18889,28.09943,82.98715,56.02356,145.96939,109.03652,195.27595,243.87951,243.87951,2.10114,70.96447,6.19559,3.99419,Ciudad de México,Benito Juárez,Benito Juárez,19.371992,99.157853,2238
090020001,01/02/2020,432205,204950,227255,Urbano,134204,16,21,37,0,0,0,0,16,21,15,21,36,1,0,1,0,0,0,16,21,37,8,13,21,8,8,16,0,0,4,8,8,13,4,0,0,0,4,8,8,13,4,0,0,4,8,8,7,9,1,1,15,20,0,0,16,21,1,2,15,19,0,0,16,21,0,2,16,19,1,0,15,21,2,0,14,21,1,0,15,21,0,0,16,21,2,0,14,21,1,1,4,6,11,14,13,13,3,8,0,0,16,21,0,0,13,13,0,0,3,8,0,0,0,0,16,21,17.59238,43.09848,21.76086,51.93916,26.33306,6.66157,0.45427,28.65425,51.54486,22.5932,28.91939,85.55351,108.18594,180.80074,120.05536,247.82274,296.55299,296.55299,2.91645,92.67663,5.59841,5.13509,Ciudad de México,Azcapotzalco,Azcapotzalco,19.484102,99.18436,2244
090110001,01/02/2020,323771,156497,167274,Urbano,89454,13,14,27,0,0,0,0,13,14,13,14,27,0,0,0,0,0,0,13,14,27,8,8,16,5,6,11,0,1,3,3,8,8,2,2,0,0,3,4,8,8,2,2,0,2,3,4,8,8,1,0,12,14,0,0,13,14,0,0,13,14,1,0,12,14,1,1,12,13,1,0,12,14,1,0,12,14,1,1,12,13,1,0,12,14,2,0,11,14,3,5,5,8,5,1,5,7,8,7,0,0,13,14,0,0,5,6,0,1,8,7,0,0,0,0,13,14,16.78235,42.37,20.08554,48.89226,32.10701,2.65888,0.38218,17.16494,26.98225,9.53793,27.9405,81.30467,75.71791,247.4194,127.42544,145.66389,177.09059,177.09059,2.40869,37.72096,6.17331,1.96356,Ciudad de México,Tláhuac,Tláhuac,19.270566,99.004846,2249
090170001,01/02/2020,443704,210118,233586,Urbano,135789,12,10,22,0,0,0,0,12,10,12,10,22,0,0,0,0,0,0,12,10,22,6,5,11,6,5,11,1,0,3,2,6,5,2,3,0,0,4,2,6,5,2,3,1,2,5,2,5,6,2,2,10,8,0,0,12,10,2,0,10,10,1,0,11,10,2,1,10,9,0,1,12,9,0,0,12,10,0,1,12,9,0,1,12,9,2,0,10,10,1,0,5,5,6,5,10,8,2,2,0,0,12,10,0,0,9,8,1,0,2,2,0,0,0,0,12,10,18.28403,41.58649,20.98676,52.88797,26.14294,7.52588,0.50135,32.89939,56.10024,22.89764,28.6584,82.90501,67.36277,132.55455,118.77849,197.56114,252.09412,252.09412,2.32927,80.64598,6.06769,3.22784,Ciudad de México,Venustiano Carranza,Venustiano Carranza,19.419261,99.113701,2229
090090001,01/02/2020,18213,8863,9350,Urbano,4622,4,3,7,0,0,0,0,4,3,4,3,7,0,0,0,0,0,0,4,3,7,0,2,2,4,1,5,0,0,0,0,0,2,4,1,0,0,0,0,0,2,4,1,0,0,0,0,4,3,0,0,4,3,0,0,4,3,1,0,3,3,1,0,3,3,1,0,3,3,2,0,2,3,0,0,4,3,0,0,4,3,0,0,4,3,0,0,4,3,1,1,3,2,0,0,4,1,0,2,0,0,4,3,0,0,4,1,0,0,0,2,0,0,0,0,4,3,15.71259,43.63754,18.73637,47.78895,37.08667,2.69052,0.27337,12.83399,30.76812,11.22404,26.261,81.9604,70.72148,220.22228,124.12052,160.24798,195.47889,195.47889,1.58068,36.60759,5.07062,3.92782,Ciudad de México,Milpa Alta,Villa Milpa Alta,19.191249,99.023371,2429
090090062,01/02/2020,0,0,0,Rural,0,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,14.17382,43.80675,16.72815,45.0949,31.03833,3.89415,0.3635,20.26151,35.45066,13.19498,25.36882,84.87132,61.28034,171.14415,117.03825,177.70408,217.9742,217.9742,2.13257,50.45548,3.12608,3.56324,Ciudad de México,Milpa Alta,Melhcalhca,19.172526,99.105423,3057
090130210,01/02/2020,29,16,13,Rural,7,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14.05177,43.85034,16.61631,44.539,30.56562,4.03874,0.37122,21.17909,35.61031,13.1389,25.2782,85.54313,60.33724,163.89462,116.55039,177.09259,217.64428,217.64428,2.1744,51.71295,2.97099,3.458,Ciudad de México,Xochimilco,Acalipa,19.191775,99.123234,2689
090040020,01/02/2020,26042,12626,13416,Urbano,6627,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.86147,46.81909,15.46628,34.89145,29.86588,3.76264,0.32094,21.63507,34.22715,12.66621,25.3742,86.77454,67.2461,115.37586,114.86256,166.49406,210.94627,210.94627,1.69327,42.46328,4.6062,3.45064,Ciudad de México,Cuajimalpa de Morelos,San Lorenzo Acopilco,19.331004,99.325681,2937
090120027,01/02/2020,41087,20173,20914,Urbano,10310,1,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,13.98859,43.93783,16.51978,43.84862,30.28115,4.14405,0.37389,21.75294,35.8078,13.15909,25.21721,86.30599,59.74123,156.65934,116.10826,177.42452,218.39021,218.39021,2.18546,52.4754,2.88782,3.39542,Ciudad de México,Tlalpan,San Miguel Topilejo,19.201359,99.141398,2649
090110143,01/02/2020,1,,,Rural,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.79871,43.07645,20.92697,48.09849,31.12309,3.53582,0.42715,20.88827,35.61457,14.13444,27.82925,83.1301,77.91299,206.95164,123.95651,196.20069,236.42355,236.42355,2.68068,48.25214,5.55364,3.30413,Ciudad de México,Tláhuac,Ninguno,19.298573,98.995224,2260
090110134,01/02/2020,34,19,15,Rural,10,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,16.73127,43.24301,20.81407,48.13376,31.09039,3.53977,0.4201,20.60252,35.26729,13.96393,27.79884,83.36431,78.88938,208.35159,123.41077,193.3104,233.09753,233.09753,2.62265,48.59849,5.52097,3.49355,Ciudad de México,Tláhuac,Tecolocuahtitla,19.295757,98.98007,2239
090120328,01/02/2020,384,195,189,Rural,108,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15.08653,44.80482,16.83883,39.34233,29.1174,4.26529,0.36139,22.59187,35.24772,12.67669,25.9364,92.59646,61.7282,130.80496,117.80794,176.12719,218.96489,218.96489,2.09808,51.03336,3.81649,3.02047,Ciudad de México,Tlalpan,Ejidos de San Andrés Totoltepec,19.253742,99.229147,2906
